offer_id;dealer_plz;dealer_city;dealer_street_house_nr;make;model;price_raw;camera_resolution_raw;battery_life_raw;storage_size_raw;screen_size_raw;description_raw
89386833;7291;Vernier;Schulerstrasse 99;Xiaomi;Redmi 12 Pro;CHF 2176.-;12 MP;17 hrs;512 GB;6.7 IN;Mit Stiftunterstützung für Kreativität und Präzision.
64878236;3197;Belp;Wirthstrasse 8;Vivo;Vivo X50;CHF 5013.-;108 MP;20 hrs;512 GB;6.7 IN;Flüssige Animationen und nahtloses Scrollen für ein tolles Erlebnis.
89129152;6038;Uzwil;Schweizerstrasse 85;Xiaomi;Redmi Note 11;CHF 306.-;12 MP;21 hrs;256 GB;6.5 IN;Energieoptimiertes Design für längere Nutzungszeiten ohne Nachladen.
53008309;5694;Lutry;Thommenstrasse 883;Apple;iPhone 14;CHF 4187.-;48 MP;22 hrs;256 GB;6.1 IN;Dreifach-Kamerasystem für alle Szenen, vom Portrait bis zur Weitwinkelaufnahme.
16481098;2049;Lancy;Bärstrasse 43;Samsung;Galaxy S23;CHF 1088.-;16 MP;15 hrs;64 GB;6.1 IN;Einsteigerfreundlich und intuitiv – perfekt für alle Altersgruppen.
33946564;9209;Lyss;Ritterstrasse 51;Vivo;Vivo V23;CHF 338.-;16 MP;28 hrs;64 GB;5.8 IN;Robustes Design aus hochwertigen Materialien für lange Lebensdauer.
32225454;9381;Freiburg;Hugstrasse 962;Apple;iPhone 14;CHF 763.-;12 MP;19 hrs;128 GB;5.8 IN;Mit Dual-Kamera-System für realistische Tiefenwirkung und beeindruckende Farben.
91358784;2778;Münchenstein;Portmannstrasse 78;Google;Pixel 7;CHF 880.-;16 MP;16 hrs;64 GB;6.7 IN;Gestochen scharfe Bildqualität für atemberaubende Videos.
32662988;4909;Wallisellen;Fankhauserstrasse 86;Apple;iPhone 14;CHF 1045.-;16 MP;16 hrs;128 GB;6.1 IN;Großer Speicherplatz für all Ihre Apps, Fotos und Videos – ideal für Power-User.
13459771;2794;Thalwil;Wirzstrasse 48;Vivo;Vivo X50;CHF 1929.-;108 MP;21 hrs;64 GB;6.5 IN;Große Auswahl an Zubehör für Individualität und Funktionalität.
70914632;8726;Frauenfeld;Hofstetterstrasse 24;Samsung;Galaxy S21;CHF 3294.-;50 MP;25 hrs;128 GB;5.8 IN;Nahtlose Integration in Ihre digitale Umgebung – perfekt für unterwegs.
47373355;1320;Adliswil;Hunzikerstrasse 750;Apple;iPhone 13;CHF 1632.-;12 MP;22 hrs;64 GB;5.8 IN;Dual-Lautsprecher mit Tiefenbass für besseren Sound.
78056464;9372;Kloten;Baumgartnerstrasse 32;Apple;iPhone 15;CHF 1620.-;20 MP;26 hrs;256 GB;5.8 IN;Mit Stereo-Lautsprechern für kristallklare Audio-Erlebnisse.
15148168;6643;Herisau;Schärerstrasse 81;Google;Pixel 7a;CHF 1390.-;16 MP;20 hrs;256 GB;5.8 IN;Hochwertige Audioqualität für Musikliebhaber und Filmfreunde.
95160766;8923;Regensdorf;Fischerstrasse 63;Apple;iPhone SE;CHF 1487.-;12 MP;30 hrs;512 GB;6.1 IN;Flüssige Animationen und nahtloses Scrollen für ein tolles Erlebnis.
30325007;3990;Carouge;Wehrlistrasse 66;Apple;iPhone 14;CHF 686.-;12 MP;16 hrs;256 GB;5.8 IN;Ultra-weite Weitwinkelkamera für mehr Raum in jedem Foto.
38747971;5449;Bülach;Favrestrasse 8;Samsung;Galaxy S24;CHF 2351.-;16 MP;20 hrs;512 GB;6.9 IN;Erleben Sie brillante Farben und beeindruckende Details auf dem hochauflösenden Display.
45309169;6684;Locarno;Sutterstrasse 4;Xiaomi;Mi 11;CHF 353.-;16 MP;25 hrs;64 GB;6.1 IN;Hervorragende Kameraqualität – perfekt für Social Media Posts.
50278816;1123;Opfikon;Huberstrasse 730;Xiaomi;Redmi 12 Pro;CHF 371.-;12 MP;19 hrs;256 GB;5.8 IN;Elegantes Gehäuse aus kratzfestem Glas und robustem Aluminium.
49650228;3185;Birsfelden;Walderstrasse 36;Google;Pixel 8 Pro;CHF 1413.-;16 MP;28 hrs;128 GB;6.1 IN;Tolle Fotos auch bei schwachem Licht – fangen Sie besondere Momente ein.
43204963;1548;Wallisellen;Wolfstrasse 67;Samsung;Galaxy S10;CHF 3262.-;108 MP;27 hrs;128 GB;6.1 IN;Große Auswahl an Themes für eine persönliche Gestaltung.
27187635;3472;Münsingen;Brunstrasse 80;Xiaomi;Mi 11;CHF 862.-;12 MP;35 hrs;64 GB;6.1 IN;Wetterfeste Bauweise für Regen- und Sonnenbeständigkeit.
64895832;2619;Neuenburg;Bühlerstrasse 9;Xiaomi;Redmi Note 11;CHF 751.-;16 MP;20 hrs;64 GB;6.1 IN;Sicherheit auf höchstem Niveau mit erweiterten Schutzfunktionen.
44990478;3361;Naters;Arnoldstrasse 303;Vivo;Vivo Y20;CHF 273.-;12 MP;18 hrs;512 GB;6.1 IN;Elegantes Design trifft auf Funktionalität – der perfekte Begleiter für unterwegs.
86840413;2585;Langenthal;Zieglerstrasse 71;Google;Pixel 7a;CHF 609.-;20 MP;15 hrs;128 GB;6.1 IN;Brillanter Sound und gestochen scharfer Bildschirm für Multimedia-Genuss.
82446342;6829;Ebikon;Steinerstrasse 636;Vivo;Vivo X60;CHF 598.-;20 MP;19 hrs;256 GB;5.8 IN;Schlankes Design und robuste Bauweise für langanhaltenden Komfort.
97903429;1376;Gossau;Toblerstrasse 70;Apple;iPhone 16;CHF 3414.-;12 MP;27 hrs;256 GB;6.1 IN;Elegantes Design trifft auf Funktionalität – der perfekte Begleiter für unterwegs.
40780751;3682;Bassersdorf;Baderstrasse 1;Vivo;Vivo X60;CHF 1760.-;12 MP;16 hrs;512 GB;5.8 IN;Nahtlose Integration in Ihre digitale Umgebung – perfekt für unterwegs.
12688162;7178;Lausanne;Herzogstrasse 5;Samsung;Galaxy S21;CHF 479.-;12 MP;20 hrs;64 GB;5.8 IN;Gestochen scharfe Bildqualität für atemberaubende Videos.
40870780;2564;Kloten;Vogelstrasse 28;Vivo;Vivo X50;CHF 632.-;16 MP;25 hrs;64 GB;5.8 IN;Flüssige Animationen und nahtloses Scrollen für ein tolles Erlebnis.
46238606;7985;Horw;Lüscherstrasse 41;Samsung;Galaxy S10;CHF 259.-;12 MP;18 hrs;256 GB;5.8 IN;Genießen Sie brillantes Streaming dank gestochen scharfem Bildschirm.
82705468;4346;Urdorf;Lehmannstrasse 5;Apple;iPhone 13;CHF 2007.-;16 MP;30 hrs;128 GB;5.8 IN;Mit Stiftunterstützung für Kreativität und Präzision.
53449866;5750;Allschwil;Stöcklistrasse 33;Samsung;Galaxy S10;CHF 8780.-;20 MP;26 hrs;512 GB;6.7 IN;Smart-Home-Konnektivität für mehr Kontrolle und Komfort.
73270284;3139;Lyss;Friedlistrasse 290;Vivo;Vivo X50;CHF 211.-;12 MP;20 hrs;64 GB;6.1 IN;Multifunktionales Betriebssystem für maximalen Benutzerkomfort.
81565416;3260;Wil;Baderstrasse 18;Google;Pixel 7a;CHF 568.-;12 MP;34 hrs;64 GB;5.8 IN;Ein umfassendes App-Ökosystem für Unterhaltung und Produktivität.
24536356;8682;Lyss;Schenkstrasse 682;Samsung;Galaxy S22;CHF 2547.-;12 MP;23 hrs;512 GB;6.5 IN;Makromodus für beeindruckende Nahaufnahmen und Detailgenauigkeit.
24622813;3902;Ostermundigen;Joststrasse 764;Samsung;Galaxy S23;CHF 1719.-;108 MP;16 hrs;128 GB;6.1 IN;Optimaler Komfort für lange Streaming-Sessions und Gaming-Abende.
75741381;1916;Martigny;Schallerstrasse 418;Google;Pixel 7;CHF 131.-;12 MP;20 hrs;64 GB;5.8 IN;Maximaler Datenschutz dank fortschrittlicher Sicherheitsstandards.
41196194;2756;Wallisellen;Schumacherstrasse 325;Samsung;Galaxy S10;CHF 613.-;12 MP;23 hrs;128 GB;6.5 IN;Sicherheit auf höchstem Niveau mit erweiterten Schutzfunktionen.
90360192;6541;Olten;Seilerstrasse 48;Xiaomi;Redmi Note 10;CHF 1210.-;12 MP;26 hrs;64 GB;6.1 IN;Ergonomisches Design für höchsten Komfort bei langer Nutzung.
97511116;5173;Burgdorf;Eugsterstrasse 43;Apple;iPhone 15;CHF 1132.-;16 MP;28 hrs;128 GB;5.8 IN;Mit adaptiver Helligkeit, die sich automatisch Ihrer Umgebung anpasst.
24098750;1638;Einsiedeln;Haslerstrasse 600;Google;Pixel 7a;CHF 1326.-;16 MP;25 hrs;512 GB;5.8 IN;Smart-Home-Konnektivität für mehr Kontrolle und Komfort.
68733846;3893;Plan-les-Ouates;Meisterstrasse 44;Apple;iPhone 16;CHF 1694.-;12 MP;19 hrs;256 GB;5.8 IN;Optimiert für Gaming und Multimedia: gestochen scharfes Bild und satte Audioqualität.
83428512;9936;Belp;Kaiserstrasse 54;Apple;iPhone 16;CHF 1997.-;16 MP;24 hrs;128 GB;6.5 IN;Ideal für kreative Projekte – von Fotografie bis Videobearbeitung.
46387450;9176;Rüti;Steinmannstrasse 474;Xiaomi;Mi 11;CHF 896.-;12 MP;22 hrs;256 GB;6.7 IN;Hervorragende Performance bei gleichzeitig niedrigerem Energieverbrauch.
37442403;3364;Allschwil;Fankhauserstrasse 52;Google;Pixel 8;CHF 923.-;48 MP;21 hrs;64 GB;6.1 IN;Hervorragende Kameraqualität – perfekt für Social Media Posts.
28164926;4335;Crans-Montana;Favrestrasse 6;Google;Pixel 8;CHF 10986.-;16 MP;21 hrs;512 GB;6.7 IN;Brillanter Sound und gestochen scharfer Bildschirm für Multimedia-Genuss.
10751945;8915;Onex;Schmidstrasse 39;Vivo;Vivo V21;CHF 1559.-;12 MP;21 hrs;128 GB;6.9 IN;Beeindruckendes Design, das perfekt in Ihre Hand passt.
89786327;5066;Crans-Montana;Itenstrasse 17;Samsung;Galaxy S20;CHF 939.-;16 MP;22 hrs;64 GB;6.1 IN;Perfekte Balance zwischen Leistung und Energieeffizienz für lange Nutzung.
46853586;2937;Locarno;Lanzstrasse 44;Apple;iPhone 15;CHF 4376.-;16 MP;27 hrs;256 GB;6.7 IN;Optimierte Kamera mit KI-Unterstützung für perfekte Schnappschüsse.
96114007;1692;Montreux;Felderstrasse 12;Xiaomi;Redmi 12 Pro;CHF 1161.-;20 MP;18 hrs;512 GB;6.1 IN;Große Auswahl an Themes für eine persönliche Gestaltung.
23733443;3565;Cham;Schneiderstrasse 49;Samsung;Galaxy S10;CHF 588.-;16 MP;16 hrs;64 GB;5.8 IN;Leicht, kompakt und leistungsstark – ideal für den Alltag.
47210187;3875;Spiez;Ferraristrasse 32;Vivo;Vivo V23;CHF 514.-;16 MP;19 hrs;256 GB;6.1 IN;Kabelloses Laden mit schneller Ladegeschwindigkeit.
92533661;3014;Chur;Schärstrasse 50;Vivo;Vivo V21;CHF 305.-;12 MP;16 hrs;512 GB;5.8 IN;Robustes Design aus hochwertigen Materialien für lange Lebensdauer.
78679917;2952;Thônex;Lanzstrasse 30;Samsung;Galaxy S20;CHF 1353.-;16 MP;15 hrs;512 GB;5.8 IN;Dreifach-Kamerasystem für alle Szenen, vom Portrait bis zur Weitwinkelaufnahme.
61744941;2301;Thônex;Herzogstrasse 95;Xiaomi;Redmi Note 11;CHF 318.-;12 MP;20 hrs;64 GB;5.8 IN;Einfache Anpassung der Displayfarbe für optimalen Komfort.
38709086;8112;Pfäffikon;Baurstrasse 220;Xiaomi;Redmi Note 10;CHF 600.-;12 MP;24 hrs;64 GB;6.1 IN;Brillanter Sound und gestochen scharfer Bildschirm für Multimedia-Genuss.
26138312;8000;Maur;Steigerstrasse 39;Google;Pixel 8 Pro;CHF 1437.-;12 MP;23 hrs;128 GB;6.5 IN;Optimierte Konnektivität für unterbrechungsfreies Arbeiten und Spielen.
66918776;4037;Adliswil;Bärstrasse 724;Xiaomi;Redmi Note 10;CHF 1027.-;12 MP;28 hrs;256 GB;5.8 IN;Starker Akku, der den ganzen Tag hält, auch bei intensiver Nutzung.
11432428;5494;Thalwil;Hunzikerstrasse 9;Vivo;Vivo V23;CHF 513.-;48 MP;31 hrs;128 GB;5.8 IN;Fortschrittliche Sensoren für präzise Fitness- und Gesundheitsdaten.
44059134;8824;Grenchen;Zieglerstrasse 64;Xiaomi;Redmi Note 10;CHF 606.-;16 MP;17 hrs;128 GB;6.7 IN;Ein umfassendes App-Ökosystem für Unterhaltung und Produktivität.
43962179;9900;Bassersdorf;Haslerstrasse 60;Apple;iPhone SE;CHF 778.-;12 MP;25 hrs;128 GB;5.8 IN;Gesichtserkennung und Fingerabdrucksensor für maximalen Schutz.
75807017;2812;Wil;Schallerstrasse 26;Apple;iPhone SE;CHF 8481.-;48 MP;28 hrs;512 GB;6.1 IN;Ideal für Videotelefonie und Meetings unterwegs – glasklare Audioqualität.
33744145;9690;Kreuzlingen;Vogtstrasse 29;Xiaomi;Redmi 12 Pro;CHF 1878.-;20 MP;15 hrs;256 GB;6.5 IN;Leicht, kompakt und leistungsstark – ideal für den Alltag.
23082934;6106;Wil;Näfstrasse 44;Apple;iPhone 16;CHF 1326.-;48 MP;18 hrs;256 GB;5.8 IN;Langjährige Updates und Support für ein nachhaltiges Nutzererlebnis.
52477264;8041;Ittigen;Kunzstrasse 7;Google;Pixel 6a;CHF 1112.-;16 MP;27 hrs;512 GB;6.5 IN;Einfache Anpassung der Displayfarbe für optimalen Komfort.
99620191;6704;Zürich;Müllerstrasse 75;Samsung;Galaxy S23;CHF 4406.-;16 MP;15 hrs;512 GB;6.1 IN;Integrierter Schrittzähler und Fitnesstracker für aktive Nutzer.
69511989;8118;Lutry;Haslerstrasse 2;Apple;iPhone 13;CHF 2008.-;12 MP;26 hrs;256 GB;5.8 IN;Blitzschnelle Ladezeiten dank modernster Prozessor-Technologie.
10432769;5531;Reinach;Siegriststrasse 31;Google;Pixel 8;CHF 525.-;12 MP;21 hrs;256 GB;6.5 IN;Beeindruckendes Design, das perfekt in Ihre Hand passt.
72143529;4070;Prilly;Ottstrasse 66;Google;Pixel 8;CHF 748.-;12 MP;19 hrs;512 GB;5.8 IN;Langlebige Batterie mit Schnellladefunktion, die den ganzen Tag durchhält.
32727871;7694;Val-de-Ruz;Scheideggerstrasse 27;Apple;iPhone 13;CHF 3075.-;12 MP;17 hrs;128 GB;6.9 IN;Leistungsfähige Software für alle Ihre kreativen Ideen.
96210380;8418;Langenthal;Michelstrasse 95;Apple;iPhone 14;CHF 6117.-;16 MP;25 hrs;512 GB;5.8 IN;Genießen Sie lebendige Farben und Kontraste mit der AMOLED-Technologie.
65563827;1231;Hinwil;Siegriststrasse 36;Samsung;Galaxy S21;CHF 1839.-;12 MP;26 hrs;64 GB;6.1 IN;Perfekte Bildqualität auch bei direktem Sonnenlicht dank hellerem Display.
22403336;2669;Martigny;Kälinstrasse 18;Samsung;Galaxy S21;CHF 1193.-;48 MP;17 hrs;64 GB;6.1 IN;Ultra-weite Weitwinkelkamera für mehr Raum in jedem Foto.
32880719;2709;Bellinzona;Leustrasse 76;Google;Pixel 8;CHF 1014.-;12 MP;29 hrs;128 GB;6.1 IN;Der leistungsstarke Akku hält den ganzen Tag durch – bleiben Sie länger verbunden.
48747182;3631;Worb;Wyssstrasse 94;Vivo;Vivo V21;CHF 212.-;12 MP;25 hrs;128 GB;6.1 IN;Erstklassige Kamera-Software für perfekte Portrait- und Landschaftsaufnahmen.
38282626;4644;Männedorf;Gerberstrasse 99;Google;Pixel 8 Pro;CHF 2988.-;108 MP;25 hrs;256 GB;5.8 IN;Vergrößerter Speicher für all Ihre Apps, Videos und Fotos.
28765689;3196;Dietikon;Schäferstrasse 8;Samsung;Galaxy S22;CHF 624.-;12 MP;34 hrs;256 GB;5.8 IN;Glasfaserverstärktes Gehäuse für extra Schutz und Haltbarkeit.
24040914;7227;Bassersdorf;Bosshardstrasse 47;Vivo;Vivo Y20;CHF 416.-;12 MP;19 hrs;512 GB;5.8 IN;Flüssige Animationen und nahtloses Scrollen für ein tolles Erlebnis.
58050555;7435;Bülach;Fuchsstrasse 61;Google;Pixel 6;CHF 1593.-;12 MP;22 hrs;256 GB;5.8 IN;Beeindruckendes Design, das perfekt in Ihre Hand passt.
87304740;7215;Nyon;Rothstrasse 6;Samsung;Galaxy S22;CHF 1638.-;16 MP;28 hrs;512 GB;6.1 IN;Lässt sich einfach mit anderen Smart-Home-Geräten verbinden.
63841858;7118;Siders;Hunzikerstrasse 35;Xiaomi;Redmi Note 11;CHF 388.-;16 MP;20 hrs;128 GB;5.8 IN;Schnelles kabelloses Laden für maximale Flexibilität und Komfort.
46153018;7952;Sarnen;Martinstrasse 47;Apple;iPhone 14;CHF 1827.-;20 MP;34 hrs;64 GB;6.1 IN;Minimalistisches Design, das in jede Umgebung passt.
80341559;8022;Davos;Schmidstrasse 57;Xiaomi;Redmi 12 Pro;CHF 7089.-;12 MP;22 hrs;512 GB;6.9 IN;Fortschrittliche Sensoren für präzise Fitness- und Gesundheitsdaten.
28986566;1925;Uster;Walterstrasse 91;Vivo;Vivo X60;CHF 249.-;12 MP;15 hrs;512 GB;5.8 IN;Energiesparmodus, der automatisch aktiviert wird, um Akku zu sparen.
51275542;1311;Glarus;Schmidtstrasse 41;Xiaomi;Redmi Note 11;CHF 378.-;12 MP;16 hrs;64 GB;5.8 IN;Genießen Sie brillantes Streaming dank gestochen scharfem Bildschirm.
60232033;8484;Muri;Hafnerstrasse 382;Samsung;Galaxy S20;CHF 2881.-;48 MP;25 hrs;64 GB;6.1 IN;Erleben Sie brillante Farben und beeindruckende Details auf dem hochauflösenden Display.
73391831;6928;Kriens;Stuckistrasse 14;Xiaomi;Mi 11T;CHF 453.-;12 MP;25 hrs;128 GB;5.8 IN;Integrierter Schrittzähler und Fitnesstracker für aktive Nutzer.
27921592;8398;Bulle;Hauserstrasse 37;Xiaomi;Redmi Note 11;CHF 1317.-;16 MP;25 hrs;128 GB;5.8 IN;Verbesserte Bildstabilisierung für perfekte Videos auch in Bewegung.
56555725;9591;Delsberg;Freistrasse 6;Google;Pixel 7;CHF 774.-;48 MP;28 hrs;128 GB;6.1 IN;Ultra-weite Weitwinkelkamera für mehr Raum in jedem Foto.
10213612;6398;St. Gallen;Stadelmannstrasse 359;Vivo;Vivo X50;CHF 309.-;12 MP;21 hrs;128 GB;5.8 IN;Hervorragende Kameraqualität – perfekt für Social Media Posts.
50525421;9834;Emmen;Lanzstrasse 562;Vivo;Vivo V21;CHF 463.-;50 MP;21 hrs;128 GB;5.8 IN;Hochwertige Audioqualität für Musikliebhaber und Filmfreunde.
74512027;1327;Romanshorn;Mayerstrasse 734;Apple;iPhone 15;CHF 615.-;12 MP;16 hrs;64 GB;5.8 IN;Der leistungsstarke Akku hält den ganzen Tag durch – bleiben Sie länger verbunden.
21091816;8994;Dietikon;Walterstrasse 20;Google;Pixel 7a;CHF 1273.-;12 MP;19 hrs;512 GB;6.1 IN;Energiesparmodus, der automatisch aktiviert wird, um Akku zu sparen.
71027736;2179;Langenthal;Hauserstrasse 462;Apple;iPhone 16;CHF 1155.-;20 MP;17 hrs;64 GB;6.1 IN;Perfekt für Fotografie-Liebhaber: Mit einer Kamera, die jeden Moment detailgetreu einfängt.
91018658;6179;Freiburg;Steinmannstrasse 547;Xiaomi;Redmi Note 11;CHF 625.-;12 MP;18 hrs;64 GB;6.1 IN;Makromodus für beeindruckende Nahaufnahmen und Detailgenauigkeit.
34003439;8974;Payerne;Merzstrasse 86;Vivo;Vivo Y20;CHF 178.-;20 MP;29 hrs;512 GB;5.8 IN;Smart-Home-Konnektivität für mehr Kontrolle und Komfort.
89208997;5976;Brig-Glis;Friedlistrasse 9;Vivo;Vivo V21;CHF 647.-;48 MP;15 hrs;128 GB;6.7 IN;Vergrößerter Speicher für all Ihre Apps, Videos und Fotos.
15347831;3704;Adliswil;Betschartstrasse 64;Samsung;Galaxy S23;CHF 1378.-;20 MP;28 hrs;128 GB;6.1 IN;Mit Dual-Kamera-System für realistische Tiefenwirkung und beeindruckende Farben.
49747835;1383;Gland;Thommenstrasse 610;Xiaomi;Redmi Note 11;CHF 158.-;12 MP;30 hrs;128 GB;6.1 IN;Hohes Arbeitstempo auch bei speicherintensiven Anwendungen.
95360153;3852;Montreux;Haslerstrasse 23;Apple;iPhone SE;CHF 915.-;12 MP;18 hrs;64 GB;5.8 IN;Der leistungsstarke Akku hält den ganzen Tag durch – bleiben Sie länger verbunden.
81804498;9545;Rheinfelden;Leunbergerstrasse 50;Vivo;Vivo X50;CHF 193.-;12 MP;20 hrs;128 GB;5.8 IN;Tolle Fotos auch bei schwachem Licht – fangen Sie besondere Momente ein.
92844702;6370;Belp;Gutstrasse 40;Samsung;Galaxy S24;CHF 632.-;12 MP;22 hrs;128 GB;6.1 IN;Nehmen Sie beeindruckende Ultra-Weitwinkelaufnahmen und Videos auf.
95606010;4149;Urdorf;Beckstrasse 7;Vivo;Vivo V23;CHF 582.-;16 MP;17 hrs;64 GB;6.1 IN;Tolle Fotos auch bei schwachem Licht – fangen Sie besondere Momente ein.
13004259;5653;Olten;Steinmannstrasse 47;Xiaomi;Redmi 12 Pro;CHF 3785.-;108 MP;20 hrs;256 GB;6.1 IN;Einfache Synchronisation mit all Ihren Geräten und Anwendungen.
86624246;6884;Riehen;Stuckistrasse 86;Google;Pixel 8 Pro;CHF 3941.-;16 MP;28 hrs;512 GB;6.5 IN;Vergrößerter Speicher für all Ihre Apps, Videos und Fotos.
86951857;5385;Oberwil;Wehrlistrasse 43;Google;Pixel 8;CHF 640.-;16 MP;26 hrs;256 GB;5.8 IN;Fortschrittliche Wasserkühlung für Gaming ohne Überhitzung.
91151067;1752;Gland;Zieglerstrasse 4;Samsung;Galaxy S22;CHF 828.-;12 MP;21 hrs;64 GB;6.1 IN;Verbesserte Bildstabilisierung für perfekte Videos auch in Bewegung.
27417024;7119;Grenchen;Vogelstrasse 40;Samsung;Galaxy S24;CHF 710.-;12 MP;16 hrs;64 GB;6.1 IN;Gesichtserkennung und Fingerabdrucksensor für maximalen Schutz.
53568260;8334;Wohlen;Näfstrasse 363;Google;Pixel 7a;CHF 1283.-;16 MP;32 hrs;64 GB;5.8 IN;Perfekte Bildqualität auch bei direktem Sonnenlicht dank hellerem Display.
54124348;1578;Romanshorn;Sigriststrasse 5;Apple;iPhone SE;CHF 2945.-;12 MP;28 hrs;128 GB;6.1 IN;Langjährige Updates und Support für ein nachhaltiges Nutzererlebnis.
30371382;2538;Freienbach;Schäferstrasse 83;Xiaomi;Redmi Note 11;CHF 1320.-;50 MP;17 hrs;128 GB;6.5 IN;Glasfaserverstärktes Gehäuse für extra Schutz und Haltbarkeit.
86680371;7077;La Chaux-de-Fonds;Seilerstrasse 99;Xiaomi;Mi 11T;CHF 827.-;16 MP;18 hrs;64 GB;5.8 IN;Genießen Sie brillantes Streaming dank gestochen scharfem Bildschirm.
49167825;4462;Baar;Gutstrasse 21;Xiaomi;Redmi 12 Pro;CHF 4430.-;108 MP;20 hrs;512 GB;5.8 IN;Gestochen scharfe Bildqualität für atemberaubende Videos.
85818579;5940;Emmen;Maurerstrasse 25;Google;Pixel 7a;CHF 1268.-;16 MP;19 hrs;128 GB;6.1 IN;Hochwertige Audioqualität für Musikliebhaber und Filmfreunde.
82154472;6730;Spiez;Schenkstrasse 76;Xiaomi;Mi 11;CHF 665.-;20 MP;20 hrs;128 GB;5.8 IN;Leicht, kompakt und leistungsstark – ideal für den Alltag.
86604099;7543;Uzwil;Itenstrasse 95;Xiaomi;Redmi 12 Pro;CHF 2124.-;50 MP;18 hrs;64 GB;6.9 IN;Nahtlose Integration in Ihre digitale Umgebung – perfekt für unterwegs.
39226259;3874;Lausanne;Brunnerstrasse 31;Samsung;Galaxy S20;CHF 2879.-;20 MP;33 hrs;128 GB;5.8 IN;Ideal für kreative Projekte – von Fotografie bis Videobearbeitung.
94976274;2432;Olten;Zbindenstrasse 25;Vivo;Vivo Y20;CHF 888.-;12 MP;15 hrs;256 GB;6.1 IN;Für ein unvergleichliches Multitasking-Erlebnis entwickelt.
70324953;5432;Steinhausen;Schwabstrasse 4;Google;Pixel 8;CHF 418.-;16 MP;18 hrs;128 GB;6.1 IN;Perfekte Balance zwischen Leistung und Energieeffizienz für lange Nutzung.
23196701;4815;Zollikon;Herzogstrasse 35;Samsung;Galaxy S22;CHF 1251.-;12 MP;22 hrs;256 GB;6.1 IN;Beeindruckende Akkulaufzeit und minimaler Ladeaufwand.
91833362;5928;Pully;Wagnerstrasse 20;Vivo;Vivo V21;CHF 475.-;108 MP;25 hrs;64 GB;5.8 IN;Aufgeteilt in benutzerfreundliche Kategorien für schnelle Navigation.
86410977;6679;Gossau;Islerstrasse 2;Vivo;Vivo X50;CHF 330.-;16 MP;25 hrs;128 GB;5.8 IN;Flüssige Animationen und nahtloses Scrollen für ein tolles Erlebnis.
84095884;1855;Stäfa;Fischerstrasse 13;Xiaomi;Mi 11;CHF 1548.-;50 MP;19 hrs;512 GB;6.1 IN;Energieoptimiertes Design für längere Nutzungszeiten ohne Nachladen.
36814729;8499;Crans-Montana;Bolligerstrasse 42;Samsung;Galaxy S20;CHF 427.-;16 MP;26 hrs;64 GB;6.7 IN;Optimierter Prozessor für blitzschnelles Arbeiten und Multitasking.
90966708;4535;Naters;Kägistrasse 8;Samsung;Galaxy S21;CHF 262.-;12 MP;19 hrs;128 GB;5.8 IN;Dreifach-Kamerasystem für alle Szenen, vom Portrait bis zur Weitwinkelaufnahme.
31376399;5297;Glarus;Näfstrasse 96;Samsung;Galaxy S20;CHF 10191.-;108 MP;20 hrs;512 GB;6.5 IN;Nehmen Sie beeindruckende Ultra-Weitwinkelaufnahmen und Videos auf.
73110413;6535;Mendrisio;Meilistrasse 513;Xiaomi;Mi 11;CHF 304.-;12 MP;20 hrs;128 GB;6.1 IN;Beeindruckende Akkulaufzeit und minimaler Ladeaufwand.
96850860;7662;Plan-les-Ouates;Hotzstrasse 68;Apple;iPhone 16;CHF 6213.-;108 MP;29 hrs;64 GB;6.5 IN;Tageslicht-optimierte Displayeinstellungen für sonnige Umgebungen.
15356154;5552;Yverdon-les-Bains;Gutstrasse 11;Apple;iPhone 16;CHF 4007.-;16 MP;27 hrs;512 GB;6.5 IN;Leistungsstarker Grafikprozessor – ideal für mobile Gaming-Fans.
87821046;3111;Bernex;Blaserstrasse 88;Xiaomi;Redmi 12 Pro;CHF 930.-;16 MP;20 hrs;64 GB;6.5 IN;Gestochen scharfe Bildqualität für atemberaubende Videos.
38197129;8429;Schaffhausen;Steffenstrasse 37;Apple;iPhone 14;CHF 3543.-;12 MP;21 hrs;512 GB;6.5 IN;Vergrößerter Speicher für all Ihre Apps, Videos und Fotos.
44896549;2423;Arbon;Felberstrasse 59;Apple;iPhone 15;CHF 491.-;16 MP;20 hrs;128 GB;5.8 IN;Ultra-HD-Display für eine atemberaubende Bildqualität und Details.
14797564;9538;Baar;Stutzstrasse 55;Google;Pixel 8 Pro;CHF 1116.-;12 MP;30 hrs;64 GB;5.8 IN;Für ein unvergleichliches Multitasking-Erlebnis entwickelt.
51159574;6317;Küsnacht;Joststrasse 39;Samsung;Galaxy S20;CHF 354.-;16 MP;17 hrs;128 GB;6.5 IN;Modernste Gesichtserkennungstechnologie für Sicherheit.
27254103;1546;Burgdorf;Walterstrasse 77;Samsung;Galaxy S23;CHF 625.-;16 MP;23 hrs;256 GB;5.8 IN;Robustes Design aus hochwertigen Materialien für lange Lebensdauer.
50662142;7707;Zollikon;Bolligerstrasse 9;Vivo;Vivo Y20;CHF 659.-;48 MP;16 hrs;64 GB;5.8 IN;Robustes Design aus hochwertigen Materialien für lange Lebensdauer.
